cleaned_text,sentiment
per these are the biggest layoffs in the us by headcount in the past month and it keep coming with amc networks announcing new layoffs and retail following was a candidate market companies hired fast and loose to make up for the losses they suffered the previous year candidates received offers far above market price and could negotiate aggressively between several offers at a time in the economy slammed on the brakes many of these layoffs are a consequence of over leveraged companies high salaries high operating costs and poor business planning from when the economy was hunky dory but there are lots of companies out there that put away food for the winter and are still doing pretty well in fact some businesses are thriving in this weather because their missions are practical and continuously well executed if you an individual that has been affected by any of these check out odoo we hiring in our buffalo ny office and we expect to grow steadily through and me a message if you want to,0
despite the high profile tech the total layoff rate is still near historic lows at less than percent of employment even as a potential has companies slashing spending layoffs are a last resort as companies have had a very difficult time hiring back people they laid off early in the pandemic thanks to the and a tight employment economy that good news for your job but bad news for your office space and your zoom account as companies look to cut costs everywhere else,0
say no say you not the one this time say we lost budget say we doing a hiring freeze to prevent layoffs say we going through a reorg say it on hold indefinitely just say anything candidates internal and external are in need of and deserve your honesty a quick no now can mean they open to a yes from you in the future and regardless of today struggles you will need someone in the future,0
just lost your job got laid off this video provides proven steps to get your job sure firing on all cylinders free access to the layoff quickstart hour course providing the exact process and templates needed to execute the proven steps watch the video at sure to subscribe to my newsletter to get updates like this one direct to your inbox,0
the long expected cnn lay offs are here ceo chris licht describes the process as a gut punch cnn is the only company doing staff reductions so is nbcuniversal paramount amazon and amc read the cnn details at business insider wbd,0
when one door closes another amazing door of today i was effected by the layoffs at doordash i extremely grateful for all the opportunities friendships memories impact and connections i was able to make during my time there while at doordash i worked on various team and projects within product business applications to creative marketing and corporate development in addition i handled partnerships with bmaa and represented doordash at afrotech austin looking forward to seeing what my phenomenal god has in store for me next cheers to the end of an era and the beginning of a new,2
hi everyone unfortunately my role at randstad has been impacted by this round of layoffs i am looking for a new role in recruitment management or human resources i would greatly appreciate any assistance in this search thank you in advance for any connections advice or opportunities you can offer,0
if you were part of the recent tech layoff my friend nicholas ceo cofounder at gridmatrix is the world best tech talent to accelerate their is,2
if you or anyone you know has been affected by the recent rounds of tech layoffs let me know we hiring at gridmatrix for both a cloud and front end engineer even if those skill verticals are not a direct match with your experience or interests i be happy to make a referral within my network i know several other founders developing ai ml machine vision robotics advanced sensing transportation supply chain and logistics solutions looking for exceptional talent,1
recession layoffs with the global funding cycle going through an unforeseen winter news bulletins are plagued with the news of layoffs in the tech world till now these layoffs were limited to outside india however slowly it is creeping into the indian startup ecosystem layoffs can be difficult for both the employer and the employee we at dashhire want to help people affected by these layoffs we want to ensure that these layoffs turn into transitions so it a callout to any one affected by layoffs and seeking a job please send your resume to my teammate we will try our best to ensure the perfect job match for your next stint also companies who are forced to take the difficult decision to let people go please reach out to over dm or we will work with you to help ease the process,0
woke up to the news that i was impacted by layoffs along with of my colleagues at doordash although i do have a crystal ball illuminating the future i just want to say how grateful i am for the experience and connections i made that will last a lifetime for those in my network hiring hit me up i know the macroeconomic climate is a harsh one but i have a multitude of skills that can add value to any team i have years of technical sourcing recruiting experience and would be particularly interested in dei program manager opportunities to my peers impacted today one door closing means other pathways will open i here to provide assistance and support in any way possible we got this time to show the world what we can do,2
if you were part of the recent tech layoff my friend nicholas ceo cofounder at gridmatrix is the world best tech talent to accelerate their is,2
if you or anyone you know has been affected by the recent rounds of tech layoffs let me know we hiring at gridmatrix for both a cloud and front end engineer even if those skill verticals are not a direct match with your experience or interests i be happy to make a referral within my network i know several other founders developing ai ml machine vision robotics advanced sensing transportation supply chain and logistics solutions looking for exceptional talent,1
recession layoffs with the global funding cycle going through an unforeseen winter news bulletins are plagued with the news of layoffs in the tech world till now these layoffs were limited to outside india however slowly it is creeping into the indian startup ecosystem layoffs can be difficult for both the employer and the employee we at dashhire want to help people affected by these layoffs we want to ensure that these layoffs turn into transitions so it a callout to any one affected by layoffs and seeking a job please send your resume to my teammate we will try our best to ensure the perfect job match for your next stint also companies who are forced to take the difficult decision to let people go please reach out to over dm or we will work with you to help ease the process,0
woke up to the news that i was impacted by layoffs along with of my colleagues at doordash although i do have a crystal ball illuminating the future i just want to say how grateful i am for the experience and connections i made that will last a lifetime for those in my network hiring hit me up i know the macroeconomic climate is a harsh one but i have a multitude of skills that can add value to any team i have years of technical sourcing recruiting experience and would be particularly interested in dei program manager opportunities to my peers impacted today one door closing means other pathways will open i here to provide assistance and support in any way possible we got this time to show the world what we can do,2
just wanted to give a simple take on these here cool images that have been surging recently on linkedin despite the most recent layoffs happening in tech software is very powerful and here to stay by lulikibudivery inspiring and fascinating,2
to my friends and connections affected by layoffs from a number of different industries i am here for you it was not that long ago that the hospitality industry went through significant layoffs and the best thing i experienced was not only the connections and relationships but also the community uplift sharing encouragement and support i had through work and away from work if there is a connection i can put you in contact with to start a conversation do not hesitate to reach out,2
more news on impending layoffs this time not at or our thoughts are with anyone impacted by the cuts,0
pending layoff in every recession there are winners and losers how do you benefit from demand let get you started with a semi absentee franchise hrs per week fantastic options are available to get you up and going within a few months let talk today about what makes sense for you and your family,2
hi everyone i am looking for a new backend role because of ajaib layoff and would appreciate your support thank you in advance for any connections advice or opportunities you can offer,1
do you want to help those impacted by recent developed a free tool that matches qualified candidates with open roles available to them through their network it incredibly easy to use takes seconds to opt in and we releasing it on wednesday in the meantime we need folks who would be interested in making referrals to the companies they are connected to let us know in the comments if you like to help follow up with next steps,2
unfortunately i was impacted by the recent layoffs at zola and am officially unemployed and looking for my next adventure i was heartbroken to learn that my role as merchandising assistant was over at zola but i will forever be grateful for all that i accomplished and learned with my team the entire zola team is beyond clever brilliant and a joy to work with i will never take those years of experience for granted i am interested in any merchandising assistant or assistant buyer roles specifically in e commerce luxury goods i have missed fashion and the apparel industry and would love to get back into my passion for luxury goods please feel free to send me any leads or introductions looking forward to this next chapter and the growth to courtney,2
anthony is offering resume and interview coaching for anyone impacted by layoffs in the finance and accounting space thank you anthony,2
if you are an accounting and finance professional that has been impacted by company layoffs i am offering resume and interview coaching sessions message me to set up a time to speak for anyone else that has been laid off dm me and i will do my best to partner you up with someone in my network if you been impacted keep your head up and do let this small sentence in your story define your chapter or ending keep pushing and do your best to make good decisions in a dark moment cheers to better and brighter days,2
consumer confidence slips into the vacation season takeawaysconsumer confidence fell for the second consecutive month in november as excessive inflation canines customers coming into the vacation seasonthough vacation spending is off to a powerful begin customers point out reticence to spend on big ticket gadgets within the subsequent six monthshowever customers largely stay assured within the labor market which has held sturdy all through conference board launched its consumer confidence survey outcomes tuesday exhibiting that shopper confidence has slipped two months in a row the decline coincides with the upcoming vacation season as inflation and excessive rates of interest proceed to bash wallets a swath of tech sector layoffs might also have dampened spirits households expressed much less want to spend on big ticket gadgets forward of the vacations doubtlessly paving the trail for an financial recession still the survey finds that positivity percolates within the labor markets doubtlessly limiting any anticipated downturns november shopper confidence outcomesthe conference board consumer confidence index fell from in october to this month that decline marks the bottom studying since july although it marginally above analysts predictions a studying of or increased suggests shopper optimism concerning the financial system and will happen alongside elevated spending pre pandemic the index continuously topped as confidence and spending remained comparatively elevated the declining confidence clustered in lower income households and the age group these teams notably lower income households have suffered extra as the best inflation in years has snarfed up already tight budgets additionally month inflation expectations rose to from in october the biggest improve in months the present situation indexthe conference board present situation index examines customers sentiments concerning present enterprise and labor market circumstances the index declined from to in november additionally customers evaluation of present enterprise circumstances produced blended mentioned enterprise circumstances had been good up from mentioned enterprise circumstances had been unhealthy up from labor market circumstances had been seen extra mentioned jobs had been plentiful up from mentioned jobs had been exhausting to get reflecting no change from final monththe expectations indexthe conference board expectation index measures customers six month outlook concerning revenue enterprise and labor market circumstances overall the index slumped from to in november survey outcomes confirmed that short term enterprise outlooks stay imagine enterprise circumstances will enhance up marginally from,0
do you want to help those impacted by recent developed a free tool that matches qualified candidates with open roles available to them through their network it incredibly easy to use takes seconds to opt in and we releasing it on wednesday in the meantime we need folks who would be interested in making referrals to the companies they are connected to let us know in the comments if you like to help follow up with next steps,2
i sad to hear the news about the layoffs at messagebird impacting so many great former colleagues during my time at messagebird i seen the power that great teams have when working together knowing that some of the most talented people i ever worked with have been let go shows how the market is changing to any or others if you part of any other tech layoff if there is anything i can do to assist do hesitate to reach out even if it just for a cup of coffee looking for great talent here at trengo smart customer engagement platform so who knows what adventures might come,0
life after a layoff several weeks ago i was let go at my previous employer with the news today that another of the company was terminated i wanted to share a few things that helped me sought external advice and perspectives the day after i googled what to do after a layoff and came across so many good resources articles and podcasts that helped me shift the narrative in my head and take things less personally one that i found particularly inspiring tended to my mind body and soul for me this looked like hiking yoga calls with friends and family journaling volunteering and getting more active in my community these activities helped me stay in the present instead of spiraling and ruminating nurtured existing professional relationships i took this outreach in my own hands to say goodbye to ex coworkers i had enjoyed working with quite a few folks did even know that i had been let go and were immediately supportive i ultimately left these conversations feeling like i had some closure and that i had made a positive impact regardless of the unfortunate created new relationships set up coffee dates and attended a few networking events with the intention to just get out there and keep the momentum going people were super willing to help sharing ideas and connections along the way prepared for the future applied for unemployment spruced up my resume set up time with a career coach a layoff is never a fun experience but it manageable setback in terms of life experiences and in the end you come out better in the long run my inbox is open to chatting if you find yourself in this position and need someone to talk to,2
in a market that seems to be full of hiring freezes and layoffs i grateful and excited to share that i hiring another tech recruiter onto my product and engineering teams are growing and we need a seasoned recruiter who knows the tech saas world well our people team here at rocketreach is such a good crew come join us i please comment if you or someone you know could be interested,2
hello connections unfortunately i was impacted by the layoffs at merkle it has been an amazing journey with so many talented and awesome people in the last three years but sadly have to move forward to my next journey due to the company acquisition and restructuring i am now open to work again and actively seeking my next career move as i am on visa i only have a limited days to resume employment with a new employer looking for data analyst data science marketing scientist or any data related roles please kindly hit me up thank you in advance for any connections advice or opportunities you can offer,0
millennials have read one or two layoffs headlines at one point in their career but the younger generations entering the workforce have experienced a global pandemic now mass listen to the latest episode of the bossed up podcast to learn the four ways you can manage stress and feel more at east when it comes to including how to put together your career first aid kit how to make your mental health a top priorities how to reconnect authentically with your network how to focus on what you can controland how to focus on what you can control,2
the participation rate of older gen z workers dropped from in to in october meaning about half a million from that cohort is missing compared to,0
it been a month since i joined servicenow and many things have happened my daughter had gotten covid and was sick from home for three consecutive weeks tech mass layoffs have impacted my friends and even my family during these challenging moments i have very supportive and fun team members especially olivier schröder yeong yuan chan and mike tan which create belonging during this journey i still find myself excited like i was on day one and looking forward to more exciting opportunities in this rocket ship ps the onboarding journey with employee workflow is amazing,2
surviving layoffs morefree linkedin live wso ceo patrick curtiswould you like to attend,1
linkedin live this friday pm et with wso ceo patrick curtis,2
layoffs begin at cnn amid warner discovery cost cutting plan,1
a gente dedica tanto tempo a se desenvolver tecnicamente que às vezes esquece de algo igualmente importante fazer amigos no trabalho eu sei que muita gente diz que não tá aqui pra fazer amigos tá aqui pra trabalhar mas olha se for pra passar por dia com a minha equipe eu quero sim ser amiga do povo eu quero saber como eles tão eu quero ajudar e ser ajudada por eles eu quero rir junto eu quero reclamar junto eu quero ir pro bar e pro cinema quero apresentar meu marido e conhecer a família deles eu quero me sentir bem perto deles e quero que eles se sintam bem perto de mim minha empresa passou por layoff há alguns meses depois insolvência e por fim falência recentemente tantas coisas difíceis aconteceram durante esse tempo teve momentos em que a gente não tinha certeza se quanto o salário ia atrasar alguns não tinham nenhuma reserva financeira morar na gringa tem dessas coisas outros não sabiam quanto tempo poderiam ficar no país legalmente até conseguirem um novo emprego os estrangeiros particularmente sofreram com informações desencontradas difíceis de entender regras muitas vezes absolutamente inflexíveis que não tão na internet e precisam ser discutidas em alemão com algum órgão do governo prazos extremamente apertados exigências de papéis e mais papéis mas ja dizia o ditado quem tem um amigo tem tudo quando a gente tá longe da família e de toda nossa rede de segurança são os amigos do trabalho quem mantêm a gente de pé e aqui eu queria estender isso também pros amigos que fiz no linkedin durante todo esse caos eu tive o prazer de ver e viver as demonstrações de carinho mais lindas gente oferecendo dinheiro emprestado pra quem não tinha reservas financeiras oferecendo o endereço postal pra quem tava fora do país na alemanha não ler uma carta pode ter repercussões sérias ajudando a galera a se recolocar e fazendo recomendações se oferecendo pra acompanhar nas visitas a órgãos do governo pra fazer tradução e muitas mais atitudes incríveis que nem cabem nesse post que prazer enorme é saber que apesar de o trabalho ter acabado esses amigos vão ficar nas nossas vidas que a gente ainda vai rir muito juntos vai pro bar vai mandar memes vai acompanhar o desenvolvimento um do outro vai poder ajudar e vai ter pra quem pedir ajuda quando apertar essa família longe de casa foi definitivamente a melhor coisa que a alemanha me trouxe e eu contei tudo isso pra deixar aqui meus dois centavos desenvolva relacionamentos genuínos no trabalho em qualquer lugar na verdade isso não é só relevante pra sua carreira isso é relevante pra sua vida,0
there is risk with joining a start up one that i knew when leaving my previous position with a stable privately owned company earlier this year unfortunately my time at the start up came to an early end due to layoffs i made a quick decision to go to the this week to network and hopefully uncover some opportunities one question i was asked a lot what do you want to do next with so many types of organizations development of new roles and changing market dynamics i ca answer that easily or quickly but what i do know is i love building teams and i have learned from all the rock stars that i had the opportunity to manage in the marketing is my wheelhouse but i love being engaged in sales and partner opportunities and helping put all the collective pieces together within an i thrive when the work i am doing can positively impact an organization growth or start ups are ruled out i will just seek to be better informed if another opportunity presents dental has been my world most of the past years but it not my only interest purpose driven organizations are my culture is queen if you value your employees and support them and their journey the organization wins during my time off i will look forward to my time at home with my family especially during the holidays but i also look forward to having conversations meeting new people and growing myself personally and professionally,1
for people who are in the market looking for a reinforcement learning role i would like to make this post so that you know there are still roles hiring in the market i am currently still hiring a postdoc role in reinforcement learning and also a couple of senior reinforcement learning researchers practitioners please reach out to me directly if you are now open in the market with a strong publication record in reinforcement learning or many industry involvements regarding reinforcement learning i also hope that this would help people who are impacted in the rl community many people who are close to me are impacted by the recent layoffs and i feel deeply for all of you i believe it extremely hard for all of you who are impacted by the recent trend of layoffs especially due to the recent economic trends if i could be of any help to you in this difficult situation please feel free to reach out as well i wish the best for everyone who are impacted and can get out of the situation soon,1
for people who are in the market looking for a reinforcement learning role i would like to make this post so that you know there are still roles hiring in the market i am currently still hiring a postdoc role in reinforcement learning and also a couple of senior reinforcement learning researchers practitioners please reach out to me directly if you are now open in the market with a strong publication record in reinforcement learning or many industry involvements regarding reinforcement learning i also hope that this would help people who are impacted in the rl community many people who are close to me are impacted by the recent layoffs and i feel deeply for all of you i believe it extremely hard for all of you who are impacted by the recent trend of layoffs especially due to the recent economic trends if i could be of any help to you in this difficult situation please feel free to reach out as well i wish the best for everyone who are impacted and can get out of the situation soon,1
is this a cause for concern tens of thousands of tech workers have been laid off within days as tech giants including meta twitter amazon and others shed headcount more than tech workers across companies have been laid off this month adding to a total of tech jobs lost this year according to which tracks job cuts in the tech industry this infographic visualizes the extent of the layoffs so is this occurrence a cause for concern what are your thoughts on it share your views in the follow me reena strehle for daily insights inspiration and collaborative connections have an outstanding day,0
end of a brutal month for tech companies layoffs were rampant and offerup was not immune to it from rosy ipo plans to a crippling layoff offerup saw it all this year i have no doubt it will rise again and although temporarily hurt folks impacted by the layoff including me and some of my brilliant co workers will cheer from the sidelines the sustainability mission is more important than any one person the resale revolution is here to stay,2
even with more companies turning to layoffs the war for talent rages on apprenticeships internships and early career programs are not new for most companies but the last year of a tightened labor market prompted companies to get creative in attracting talent and recruiting early career talent is another way for companies to fill positions,0
in the face of news about layoffs here is something that would benefit you rather than having you become overwhelmed and frustrated by the negativity,1
the regretted major these days journalism here why i do think it should be even after all the layoffs and decline in traditional editorial yes it comes down to updated with link to post this time,0
i thrilled to share that i pivoting in the financial industry and will be starting a new role as client relationship manager for srq wealth in december i could be more excited to dive in learn and grow in financial planning and wealth management to all of my fellow mortgage industry professionals that are still looking for new opportunities due to industry layoffs i encourage you to keep your chin up and look outside of mortgages as i know we have a diverse and strong skillset that lends itself to many other industries here to new excited to start my new job,2
it been a long week i was one of the ten thousands employees affected by it was a normal day and everything looks good before that i was notified to attend a meeting and got to know my entire team and me were going to have the last months of employment i have to say my journey with amazon was delightful i was trained to be a professional sde there and i got great team which help me achieve the first milestone at my career the layoff is sudden and sad but i need to move forward with it talk about myself i has graduated from ucsd with computer engineering master degree who has strong background on related areas after entering amazon i have consistently took the strong ownership of projects implementation of kindle app i was proficient with java python and kotlin my tech skills contain but not limited to jetpack compose mobile development object oriented programming mysql docker redis rabbitmq mongodb spring boot spring mvc spring java git machine learning pytorch tensorflow i am open to any entry level job focused on both and now i need my network to help me go through this struggle time please ping me if you got any related opportunities thank you all and good luck to all of us,0
i can refer people for following openings if you are looking out dm me with your resumesse frontend backend frontend full stack openings here will be given to people impacted by layoff,1
calling all technical recruiters davy engone decided to open seats for free in his boot camp to support individuals affected by the recent wave of layoffs davy has been an incredible resource for all things tech and i highly recommend checking his work if you or someone you know has been affected feel free to enroll or to forward this post to them,2
the layoffs in the tech industry have exploded lately and linkedin is filled with posts about people losing their jobs it all sounds bad and depressing but there is a bright light at the end of the tunnel yes the future is bright and if you lost your job it time to prepare for that bright future the techlingo team wants to help with the preparation for that bright future as an experiment we opening spots in our upcoming bootcamp december for people who lost their job in the tech recruitment industry yes the techlingo bootcamp is free for you you learn so much about the technical jargon spoken by it people you improve the way you write and read job descriptions you improve your level of understanding of hiring managers and technical candidates if the above sounds like something for you please sign up by following this link this bootcamp is free please make sure to check these points before signing you actually lost your job this year and you are still you work in the tech recruitment industry it a technical you are available on december from am to read the program and make sure this is something for youthe future is techlingo team,0
it a little chaotic right now which means opportunities abound here my take for november,1
hello world we are above software hiring remote developers is a cumbersome and expensive process we are here to shake things up,0
the huge layoffs have dominated the news for the past two months on a global scale while it breaks our hearts to think of the upheaval that these layoffs bring into the lives of those affected we also wonder why this is happening i have made an effort to list the reasons behind the harsh decisions that organizations were forced to take if you have more to add would like to learn about them as well,0
big tech ceos are doing a on strategy the glory days for big tech and for that matter most companies have come to a rapid halt money being no object and growth at all costs are now out the window,0
as layoffs trend what is next for vc and startups read more below to see how data driven tech can help,1
there are enough uncertainties in the world your construction business does need to be one of them,0
some thoughts on the shakeup at twitter where do public safety agencies stand,1
hot off the press hiring highlights issue how to position your employer brandperception is reality and in a world where image is everything cultivating a unique employer brand can be worth its weight in bitcoin this week we examine the relationship between brand and talent and yes elon musk gets a mention,2
in this ceo of amazon anticipates further layoffs in macy plans to open mini distribution centers within shopify and deliverr begin integrating their fulfillment amazon tests a new robotic technology to increase warehouse black friday online sales set a new record of billionread the complete newsletter,2
have you been laid are you feeling are you coping losing a job is one of the most stressful life events it hard emotional and traumatizing and i know this from my personal experience it been two weeks since i conducted my free live training on how to navigate your career post layoff and in uncertain times want the coles note version of the recent training here a recap article which contain the following the stages of job loss grief how to cope with a layoff my recover formula how to manage job search stress free resources to help navigate through a layoff remember tough times do last tough people do if you want to catch the replay of how to navigate your career post layoff and in uncertain times go here for easy viewing with timestamps follow me for more career advancement job search tips hit the bell button on my profile to be notified of my future posts and events,0
todd caponi said to write every day i think about that advice every few days thanks for reading,2
are your people enabled for delivering success in was speaking to a sales and marketing leader from a salestech company at a conference in london last week and he manages a team of sales and marketing folks and the message to his team is is going to be tough you should expect to put more effort in to get less out compared with this year less people will be buying tech in decisions will be under more scrutiny than ever before meaning the status quo will continue to be the number one competitor building relationships at scale will provide your business with the greatest advantage what your competitive advantage as we head into the new year,2
todd caponi said to write every day i think about that advice every few days thanks for reading,2
why tech companies laying off this is very important for discussion for future career goals,2
one of the reasons i love it when people add comments to my posts and articles is that it can spark some interesting conversation but sometimes if i want to share a longer answer it not easy to do so in the comments section and even if i do my answer might get lost amongst all the other comments so when maria evita taurina replied to my linkedin post about job hopping toxic environment and asked me could you share a tip from your side i promised that i would but in the form of an article maria here my answer i also sharing these articles in my job search guide newsletter on substack link at the end of this article in each edition of my newsletter you find practical tips and advice on how to prepare for your next interview i also share resume and networking tips that can help you land your dream job so be sure to subscribe today and never miss an issue,1
during the energy crisis is corporate wellness the solution we are looking for,1
a good friend nudged me recently to repost an article i written a few years ago when i myself was laid off as part of the massive rifs that occurred at the beginning of the covid pandemic for those of you going through it right now i hope this is helpful,1
after reading the latest financial reports of ic manufacturers only idm has no worries about its performance,1
a good friend nudged me recently to repost an article i written a few years ago when i myself was laid off as part of the massive rifs that occurred at the beginning of the covid pandemic for those of you going through it right now i hope this is helpful,1
in this summary you will cisa warns of actively exploited critical oracle fusion middleware vulnerability launches new mobile learner app for cybersecurity learning nanolock brings built in meter level cybersecurity to renesas customers black basta gang deploys qakbot malware in aggressive cyber campaign consolidation continues even as valuations stall how the cloud changed digital forensics investigations how to become a penetration tester part your path into offensive security testing tiktok invisible challenge porn malware puts us all at risk cybersecurity threats for why your small business ca afford to ignore cybersecurity,0
if this recession has impacted you in some way only if you can relate,1
skepticism layoffs it an inflection point for voice one that awaits redefinition new value propositions and a new vision for the future look beneath the headlines and you find the dawn of a bright new day for conversational ai kane simmsjames poulterbret kinsellaali dalloulali asadipourbradley metrockpete ericksondan millermirko saulchristian wuttkereghu ram thanumalayanbernhard hochstätterdoug rogersbrett craigsean kingryan steelbergpete bigleygordon eriştirenharry pappasoita colemandeborah dahl,1
this is part of a part series offering support for people and families facing layoffs and terminations this post focuses on how we can help our kids thrive when we are facing our own career lows in this article i share my own stories of why this is so important for families and how i was able to turn one of the worst times in my career into a positive memory for my kids,2
why is no one using their mental health you an employee who has used your workplace benefits or an hr leader who is wondering how to select and encourage use of workplace benefits check out my latest for suggestions and guidance i dig into the research and share what i learned working with pioneering companies,2
last week november was a crazy hot week in blockchain and cryptocurrency space here why will question whether crypto is dead we will debunk some myths here see that despite winter being on paypal for crypto raises fresh funding cc ramp and explore other interesting news and developments there were lots of them the above and so much more in the latest weekly blockchain crypto digest,0
some of the best companies are born during periods of recession it focuses people on what matters most delivering real value to customers,2
finding work in a job market of layoffs hiring freezes and an impending recession,1
you can be hacked in seconds without a secure password find out just how long it would take to identify your password plus the latest on the chaos at twitter in this week remote notes,0
netflix is hiring across multiple backend engineering teams learn about our interview process and how we have moved to a centralized model to streamline the process for both candidates and hiring teams,2
pega recently surveyed thousands of workers from across the globe for their insights on the increasingly complex intersection of technology and the workforce this is also true across manufacturers of every type the data tells the story of a workforce feeling the acute impact of two years of constant digital acceleration i like to share some thoughts for your consideration thanks for your comments and insights,2
fear recession job market predictions for to glassdoor and indeed research despite gloomy layoff news in anticipation of a recession workers are expected to have the upper hand again next will continue to have the leverage to press for higher pay stronger benefits scheduling flexibility and a variety of other perquisites,1
fear recession job market predictions for to glassdoor and indeed research despite gloomy layoff news in anticipation of a recession workers are expected to have the upper hand again next will continue to have the leverage to press for higher pay stronger benefits scheduling flexibility and a variety of other perquisites,1
the november issue of the balance is out the monthly future of work read that helps you catch up and look forward november issue is packed with reports data insights future thinking and books podcast recommendations to keep you going until december round up please forward wildly and let us know if we have missed anything in the comments or if there someone you think should join the group tag them join tech london advocates global tech advocates russ shaw cbe seven dials pr the good future project headspace for work,1
why is outsourcing to indian workers effective and why is elon musk in on let us find out,1
why is outsourcing to indian workers effective and why is elon musk in on let us find out,1
just wrote a piece of this recent layoff phenomenon,0
years ago it was coal years ago it was oil today it is data that defines geopolitics and me talk to you about the trigger for this post movistar devils series particularly season a little synopsis london massimo ruggero is now ceo and with new coo wu zhi has made huge profits for nyl chinese shareholders however the polling data on the brexit referendum threatens total disaster taking advantage of the situation dominic returns and asks massimo to join him in a new global war between the west and china for control of world data massimo will have to decide whose side he is on in a life threatening battle that will lead to a showdown in amid the pandemic therefore we see that the behavior of the east and the west are destined to control the input of the industrial revolution data and whoever can generate manage model and monetize the data faster will have an economic political or probably social advantage confirming a long cycle kondratiev process this game has been defined several decades ago and today it could be at the climax of its process for this reason in dominic words investments should be focused on data processes because in this scenario companies are only the support of that data those that best generate and manage differentiated data will be the determinants of value in the century,1
layoff season is currently underway the news of companies staff has the entire world in disbelief add to this the abject lack of empathy displayed by organizations while managing such circumstances employee layoffs can have disastrous consequences for both or employees and those who survive if the recent layoffs have had an impact on you as well there are certain you may take to recuperate and resume your routine,0
i do know musk personally apart from having read his biography and being a witness to his theatrics on social media but most would agree with my assessment he is a charismatic hands on inspiring genius and is obsessive sarcastic and does not give a to what others may think of him it not easy being elon musk can you afford to embrace the musk way of leadership,1
companies around the globe are firing employees as a result of the economic downturn a decrease in e commerce activity declining revenue etc and if you run a business downsizing may have crossed your mind recently as well but did you know that laying off employees can actually be avoided while lowering labor costs,0
here the fresh edition of to keep you ahead of the top news stories delivered right at am today newsletter covers updates the forbes india tech billionaires list protests coverage and so much us know how we can improve in the section below subscribe and share,2
aaand another week passed with fantastic articles podcast episodes and videos on user research here were my favorite from last week the wonderful work of anna lee a nikki anderson stanier ma bart krawczyk ya ching cynthia xin aaron henrik mattsson eduardo gomez ruiz and victoria sosik with special guest meltem naz kaso coskun,2
how to deal with being laid off,2
hr leaders have become the dumping ground for the collective angst from the company they insulate the ceo and other leaders from the emotional intensity many have propped up the mood colleagues and managed to wear a lot of the burden of pandemic and post pandemic plans on their shoulders it fascinates me that they kept it together so well but is there a breaking point of this if hr quits what if after playing referee between team members assisting people with going on stress leave and listening to complaint after complaint they say screw it i outta here companies would struggle as i coach consult leaders who are responsible for the hr function i curious if people understood the toll it taken if they would change their approach food for thought in my article please have a read and hug your hr person k maybe hugging is no longer politically correct a simple thank you will do,0
a shaky economic outlook and a still hot labor market are paving the way for a mindset shift when it comes to hiring some employers are putting skills at the center of hiring decisions and de emphasizing degree and pedigree that good it could ultimately create a more diverse equitable workforce beyond the latest workplace trends check out this edition of the work shift newsletter for a look at what economic releases are on the horizon this week from new inflation data to the november jobs report tell me what workplace trends you seeing right now and how you feeling about the economy in the comments below,1
here how my professional breakthroughs are attached to physical places,2
as history has taught us whatever happens to the market next homes are one thing that people will continue to buy and sell and will be no exception keep reading to explore my predictions for the real estate market,2
been posting on facebook for ages here my first write up on linkedin i wo be talking much about my work here but rather about what else in the world interests me,1
in a world that is spinning faster than ever before resiliency is one of the most fundamental levers for success we have in our arsenal,2
are you looking for a job do make any of these job search mistakes i committed in my career from the wrong way to close an interview to the phrase that results in a lower salary avoid these blunders and i show you what to do instead,0
thanks to everyone across major cities and local communities alike who showed their support through this year small business saturday event by making the decision to,2
thanks to everyone across major cities and local communities alike who showed their support through this year small business saturday event by making the decision to,2
common cents by rupeeting is back with its latest edition here is what we have in store for you this week nifty at all time highs still risky making money despite high interest rates when should you book profits tech layoffs indian edition,0
live now newsletter rumors of possible layoffs can rattle employees and impact productivity even if they are true hr managers have been seen struggling with employees well being and work culture and they could figure out how to tackle these issues at the workplace but we have here how hr managers can respond check out our latest newsletter,1
sometimes employers have to make tough decisions that could be disruptive to some extent however these disruptions can be eliminated with the proper leadership skills and the right approach here are some guidelines that will help you draft an ideal layoff approach,1
china protests spread to multiple cities as anger builds against covid zero employers look to hoard labour as recession approaches and morocco world cup win sparks riots in belgium and holland,0
is your organization adopting digital are you migrating and what is still left for csms to in your comments below,2
𝗪𝗵𝗮𝘁 𝗬𝗼𝘂 𝗠𝗶𝘀𝘀𝗲𝗱 𝗟𝗮𝘀𝘁 best feature bfcm campaigns instagram tiktok update,2
our people manager speaks rashi khuranahow to manage lay off stress amit chhavi mittal rashika saini amit thakran taranjeet singh priyanka verma ruchi sharma sapna mishra ashwini vishal noor alam smriti yadav,1
connecting dots,1
the secret that i learned in the hrs while racing is the secret worth knowing the possibility of a human mind a mind that just wants to explore grow learn and challenge a beautiful day in paradise,2
it that awkward time of year when family friends and colleagues gather and the conversation inevitably ends up in taboo territory here are some financial talking points to help you navigate,1
the secret that i learned in the hrs while racing is the secret worth knowing the possibility of a human mind a mind that just wants to explore grow learn and challenge a beautiful day in paradise,2
looking to get caught up on this week news and tips here this week lineup so you do miss a thing as always i hope that everyone has a great weekend and a happy thanksgiving to my american friends have you heard about any good news or that were missed,2
this year the threat of recession layoffs sociopolitical turmoil war and gas prices have all weighed on stock and crypto markets,0
business credit risk management,1
